algorithm,dataset,attack,evaluations,indicator,value,dir
cars,cifar10,FGSM,280,hv_2obj,47.236819001197524,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,320,hv,140669.0439670788,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,320,r2,0.17282355521809606,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,320,hv_2obj,47.4544983136759,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,360,hv,141101.9200955734,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,360,r2,0.17199968302254592,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,360,hv_2obj,47.600246269065686,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,400,hv,141798.81838223542,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,400,r2,0.1710552536152375,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,400,hv_2obj,47.777609223527236,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,440,hv,142301.6817799763,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,440,r2,0.1703781282221455,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,440,hv_2obj,47.88932787566141,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,480,hv,142438.65045587104,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,480,r2,0.17009617708511354,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,480,hv_2obj,47.934747958509554,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,520,hv,143099.69383243684,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,520,r2,0.16890544730098286,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,520,hv_2obj,48.15838391298366,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,560,hv,143243.61478222444,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,560,r2,0.1685833744257228,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,560,hv_2obj,48.20569343976716,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,600,hv,143760.83201781719,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,600,r2,0.1681988929566845,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,600,hv_2obj,48.26621299255394,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,640,hv,144217.5281954486,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,640,r2,0.16737480944672564,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,640,hv_2obj,48.420485861328714,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,680,hv,144663.9695251684,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
